uuid,name,s3_path
80e51e9a-6c73-4eb7-8b82-1ec4d47f45fb,nhchoi,s3://rekognition-codekookiz/faces/nhchoi_80e51e9a-6c73-4eb7-8b82-1ec4d47f45fb.jpg
